,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers
114,1,0.7,1,M_M_N_K,2.1177174811938255,2.08577633014262,2.149658632245031,7.435761057339579,28000
115,1,0.7,1,M_M_N_K,2.1259688972303974,2.0948963474876168,2.157041446973178,7.53952196962251,30000
116,1,0.7,1,M_M_N_K,2.138967035173452,2.108804048906416,2.1691300214404885,7.578261966875256,32000
117,1,0.7,1,M_M_N_K,2.1459419274982654,2.1166824030002833,2.1752014519962475,7.576809022892937,34000
118,1,0.7,1,M_M_N_K,2.1559630599935264,2.1273715698143567,2.184554550172696,7.660386758066729,36000
119,1,0.7,1,M_M_N_K,2.1558127697626204,2.1281028308448358,2.183522708680405,7.595054319822593,38000
120,1,0.7,1,M_M_N_K,2.2851210325516593,1.71213341870453,2.8581086463987884,8.338965112612208,100
121,1,0.7,1,M_M_N_K,1.774193072677874,1.5781184366392167,1.9702677087165315,5.980549403444506,600
122,1,0.7,1,M_M_N_K,1.8281521029024577,1.6809486622832865,1.9753555435216288,5.627127585806292,1000
123,1,0.7,1,M_M_N_K,2.06709744372006,1.9856775863435299,2.1485173010965903,6.898609344547339,4000
124,1,0.7,1,M_M_N_K,2.0039492046184666,1.944286837487821,2.063611571749112,6.484143196580935,7000
125,1,0.7,1,M_M_N_K,2.2048606269196513,2.1509921034025488,2.258729150436754,7.55211882637941,10000
126,1,0.7,1,M_M_N_K,2.091833096298774,2.045991323725681,2.1376748688718674,7.110319154047996,13000
127,1,0.7,1,M_M_N_K,2.1479920924422697,2.106233042060498,2.1897511428240413,7.262051348662195,16000
128,1,0.7,1,M_M_N_K,2.158299587306147,2.119649326984514,2.1969498476277796,7.387660495745803,19000
129,1,0.7,1,M_M_N_K,2.2048606269196513,2.1509921034025488,2.258729150436754,7.55211882637941,10000
130,1,0.7,1,M_M_N_K,2.1204296183889433,2.072074096849676,2.1687851399282105,7.302803025297561,12000
131,1,0.7,1,M_M_N_K,2.1214106541829736,2.0767075851147907,2.1661137232511565,7.281677366468536,14000
132,1,0.7,1,M_M_N_K,2.1479920924422697,2.106233042060498,2.1897511428240413,7.262051348662195,16000
133,1,0.7,1,M_M_N_K,2.1595226226203463,2.1200119033048206,2.199033341935872,7.313879225191896,18000
134,1,0.7,1,M_M_N_K,2.1383186208785885,2.1008652972311417,2.1757719445260353,7.302338671043705,20000
135,1,0.7,1,M_M_N_K,2.1060885658988875,2.0706976419092364,2.1414794898885385,7.172367125883751,22000
136,1,0.7,1,M_M_N_K,2.1074542804758454,2.073469486079997,2.141439074871694,7.215069949312171,24000
137,1,0.7,1,M_M_N_K,2.097424055712703,2.064851618559101,2.1299964928663053,7.1802115185421735,26000
138,1,0.7,1,M_M_N_K,2.0801720568571556,2.0488089189956105,2.1115351947187007,7.169078148288938,28000
139,1,0.7,1,M_M_N_K,2.07940160825441,2.049169389819192,2.1096338266896275,7.137236055962809,30000
140,1,0.7,1,M_M_N_K,2.126783421893244,2.0968893319710196,2.1566775118154684,7.443747180814003,32000
141,1,0.7,1,M_M_N_K,2.130937863174731,2.101956543591474,2.159919182757988,7.433410634273046,34000
142,1,0.7,1,M_M_N_K,2.1362702333300887,2.108043264156319,2.1644972025038585,7.466303029275459,36000
143,1,0.7,1,M_M_N_K,2.131183749647929,2.1038301855695756,2.1585373137262827,7.400952047941668,38000
144,1,0.7,1,M_M_N_K,2.443752191108035,1.9946251860739022,2.892879196142168,5.123420798225721,100
145,1,0.7,1,M_M_N_K,1.8776428739150492,1.6678284878591223,2.0874572599709764,6.848079167135954,600
146,1,0.7,1,M_M_N_K,2.0873448101176337,1.9243920580212732,2.2502975622139942,6.895634589280209,1000
147,1,0.7,1,M_M_N_K,1.983990201888877,1.9049879402469625,2.062992463530792,6.495011528803798,4000
148,1,0.7,1,M_M_N_K,1.9544913369604107,1.8949117967818332,2.0140708771389884,6.466152323858235,7000
149,1,0.7,1,M_M_N_K,1.990135570099877,1.9401532648900264,2.0401178753097278,6.501764496137562,10000
150,1,0.7,1,M_M_N_K,2.0208210270269227,1.9773326131219409,2.0643094409319045,6.399019409486007,13000
151,1,0.7,1,M_M_N_K,2.0012384030796606,1.9618154994384167,2.0406613067209043,6.472250299405713,16000
152,1,0.7,1,M_M_N_K,1.9804936307902903,1.9447620420135592,2.0162252195670214,6.314031389454356,19000
153,1,0.7,1,M_M_N_K,1.990135570099877,1.9401532648900264,2.0401178753097278,6.501764496137562,10000
154,1,0.7,1,M_M_N_K,1.9908109056892682,1.9458434883587192,2.035778323019817,6.315290506890288,12000
155,1,0.7,1,M_M_N_K,1.9916910015420903,1.9497107890152847,2.033671214068896,6.421640919903861,14000
156,1,0.7,1,M_M_N_K,2.0012384030796606,1.9618154994384167,2.0406613067209043,6.472250299405713,16000
157,1,0.7,1,M_M_N_K,2.0005130225166274,1.9637114321772162,2.0373146128560387,6.345284295581036,18000
158,1,0.7,1,M_M_N_K,2.004234406573078,1.9687782975564188,2.039690515589738,6.5443028972158634,20000
159,1,0.7,1,M_M_N_K,1.996897352907564,1.963316011417066,2.030478694398062,6.457654281305837,22000
160,1,0.7,1,M_M_N_K,2.004823965326243,1.9726490367033884,2.0369988939490975,6.467053242964035,24000
161,1,0.7,1,M_M_N_K,2.007581160016156,1.9765969233848686,2.0385653966474435,6.497081730148341,26000
162,1,0.7,1,M_M_N_K,2.0248093598708987,1.9946098388522393,2.055008880889558,6.646980583027879,28000
163,1,0.7,1,M_M_N_K,2.018412332691305,1.9892336386341194,2.0475910267484903,6.6484702226669805,30000
164,1,0.7,1,M_M_N_K,2.018571317175825,1.9903223845737075,2.046820249777942,6.646990011597665,32000
165,1,0.7,1,M_M_N_K,2.0392982767359262,2.011668282013322,2.0669282714585306,6.756369871629244,34000
166,1,0.7,1,M_M_N_K,2.0342904423895507,2.0074263905759206,2.0611544942031808,6.762700391556956,36000
167,1,0.7,1,M_M_N_K,2.056319732385361,2.0298330372680184,2.0828064275027036,6.939294072892014,38000
168,1,0.7,1,M_M_N_K,1.0151611350403824,0.7748362584593771,1.2554860116213877,1.4669629481252944,100
169,1,0.7,1,M_M_N_K,1.8694473652853782,1.6789305997161859,2.0599641308545706,5.646309067881893,600
170,1,0.7,1,M_M_N_K,2.3313307925385987,2.1534874257937107,2.5091741592834866,8.21346069068987,1000
171,1,0.7,1,M_M_N_K,2.332562915203888,2.2335135971757327,2.4316122332320433,10.20948551153688,4000
172,1,0.7,1,M_M_N_K,2.2362060057963475,2.1660423723690827,2.3063696392236124,8.967590716527901,7000
