,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers,t_stat,p_value
170,1,0.7,1,M_M_N,3.5123432550004163,3.2327547484277632,3.7919317615730694,20.299692946381178,1000,-7.565648655729617,3.860117658756317e-14
171,1,0.7,1,M_M_N,2.536933002251703,2.429438902064289,2.6444271024391175,12.024586063973125,4000,-7.565648655729617,3.860117658756317e-14
172,1,0.7,1,M_M_N,2.4731826445145546,2.394251953053431,2.5521133359756782,11.348630386371568,7000,-7.565648655729617,3.860117658756317e-14
173,1,0.7,1,M_M_N,2.449767338179459,2.386135718281263,2.5133989580776555,10.537670853455035,10000,-7.565648655729617,3.860117658756317e-14
174,1,0.7,1,M_M_N,2.4750720004887454,2.416708375227524,2.533435625749967,11.52526211133695,13000,-7.565648655729617,3.860117658756317e-14
175,1,0.7,1,M_M_N,2.423160847848728,2.3722913806663235,2.4740303150311322,10.776369270243137,16000,-7.565648655729617,3.860117658756317e-14
176,1,0.7,1,M_M_N,2.3548450985919986,2.3096940032618396,2.3999961939221577,10.081813587097972,19000,-7.565648655729617,3.860117658756317e-14
177,1,0.7,1,M_M_N,2.449767338179459,2.386135718281263,2.5133989580776555,10.537670853455035,10000,-7.565648655729617,3.860117658756317e-14
178,1,0.7,1,M_M_N,2.5197560870761757,2.457729315615315,2.5817828585370366,12.015885911266647,12000,-7.565648655729617,3.860117658756317e-14
179,1,0.7,1,M_M_N,2.4396727480224736,2.3845812801464965,2.4947642158984507,11.059243990895379,14000,-7.565648655729617,3.860117658756317e-14
180,1,0.7,1,M_M_N,2.423160847848728,2.3722913806663235,2.4740303150311322,10.776369270243137,16000,-7.565648655729617,3.860117658756317e-14
181,1,0.7,1,M_M_N,2.3613813033106283,2.3146345118222604,2.4081280947989963,10.23815093608261,18000,-7.565648655729617,3.860117658756317e-14
182,1,0.7,1,M_M_N,2.3428260181572367,2.299116501211665,2.386535535102808,9.945651970410182,20000,-7.565648655729617,3.860117658756317e-14
183,1,0.7,1,M_M_N,2.340661082995497,2.2990090048376706,2.3823131611533235,9.934638251796756,22000,-7.565648655729617,3.860117658756317e-14
184,1,0.7,1,M_M_N,2.3125892346371835,2.2731908823975777,2.351987586876789,9.696776139380274,24000,-7.565648655729617,3.860117658756317e-14
185,1,0.7,1,M_M_N,2.3225774103735066,2.2846282745790165,2.3605265461679967,9.746316467751694,26000,-7.565648655729617,3.860117658756317e-14
186,1,0.7,1,M_M_N,2.327300457125075,2.2905015853587103,2.3640993288914394,9.869458101731373,28000,-7.565648655729617,3.860117658756317e-14
187,1,0.7,1,M_M_N,2.32345732463238,2.288047199625511,2.358867449639249,9.791403477438905,30000,-7.565648655729617,3.860117658756317e-14
